nohup: ignoring input
============================================================================================
Remove CancerControl-v0 from registry
============================================================================================
Device set to : NVIDIA GeForce RTX 3090
============================================================================================
training environment name : gym_cancer:CancerControl-v0--patient011
2022-09-22 10:05:57.954971: I tensorflow/core/util/util.cc:169] oneDNN custom operations are on. You may see slightly different numerical results due to floating-point round-off errors from different computation orders. To turn them off, set the environment variable `TF_ENABLE_ONEDNN_OPTS=0`.
current logging run number for gym_cancer:CancerControl-v0 :  0
save checkpoint path : ../PPO_pretrained/online/gym_cancer:CancerControl-v0/patient011/
save checkpoint format : patient011_7_20220922-1005-m1-0.8-AI-0.8_PPO_gym_cancer:CancerControl-v0_0_0.pth
--------------------------------------------------------------------------------------------
num of envs : 1
max training updating times :  100000
max timesteps per episode :  120
model saving frequency : 500 episodes
log frequency : 2 episodes
printing average reward over episodes in last : 2 episodes
--------------------------------------------------------------------------------------------
state space dimension :  7
action space dimension :  10
--------------------------------------------------------------------------------------------
Initializing a discrete action space policy
--------------------------------------------------------------------------------------------
The initial explore rate : 0.8 and initial exploit rate is : 1- 0.8
PPO update frequency : 2 episodes
PPO K epochs :  4
PPO epsilon clip :  0.2
discount factor (gamma) :  0.99
--------------------------------------------------------------------------------------------
decaying optimizer with step size :  1000  decay ratio :  0.8
optimizer learning rate actor :  3e-05
optimizer learning rate critic :  1e-05
The local computer has : 24 cores
============================================================================================
Started training at (GMT) :  2022-09-22 10:06:03
============================================================================================
Updates : 0 		 Survival : 5.0  		 Treated : 0 		 Reward : -0.65
--------------------------------------------------------------------------------------------
saving model at : ../PPO_pretrained/online/gym_cancer:CancerControl-v0/patient011/final/patient011_7_20220922-1005-m1-0.8-AI-0.8_PPO_gym_cancer:CancerControl-v0_0_0.pth
model saved
Elapsed Time  :  0:00:02
--------------------------------------------------------------------------------------------
Updates : 2 		 Survival : 3.0  		 Treated : 0 		 Reward : -0.99
Updates : 4 		 Survival : 3.0  		 Treated : 0 		 Reward : -0.99
Updates : 6 		 Survival : 3.0  		 Treated : 0 		 Reward : -0.99
Updates : 8 		 Survival : 5.0  		 Treated : 0 		 Reward : -2.81
Updates : 10 		 Survival : 15.0  		 Treated : 0 		 Reward : 36.13
Updates : 12 		 Survival : 23.0  		 Treated : 0 		 Reward : 67.55
Updates : 14 		 Survival : 9.0  		 Treated : 0 		 Reward : 2.81
Updates : 16 		 Survival : 4.0  		 Treated : 0 		 Reward : -0.29
Updates : 18 		 Survival : 6.0  		 Treated : 0 		 Reward : 2.23
Updates : 20 		 Survival : 7.0  		 Treated : 0 		 Reward : -0.8
Updates : 22 		 Survival : 19.0  		 Treated : 0 		 Reward : 77.64
Updates : 24 		 Survival : 3.0  		 Treated : 0 		 Reward : -0.18
Updates : 26 		 Survival : 7.0  		 Treated : 0 		 Reward : 4.48
Updates : 28 		 Survival : 4.0  		 Treated : 0 		 Reward : 0.47
Updates : 30 		 Survival : 3.0  		 Treated : 0 		 Reward : -0.99
Updates : 32 		 Survival : 9.0  		 Treated : 0 		 Reward : -5.22
