nohup: ignoring input
============================================================================================
Remove CancerControl-v0 from registry
============================================================================================
Device set to : NVIDIA GeForce RTX 3090
============================================================================================
training environment name : gym_cancer:CancerControl-v0--patient011
2022-09-22 10:05:58.315684: I tensorflow/core/util/util.cc:169] oneDNN custom operations are on. You may see slightly different numerical results due to floating-point round-off errors from different computation orders. To turn them off, set the environment variable `TF_ENABLE_ONEDNN_OPTS=0`.
current logging run number for gym_cancer:CancerControl-v0 :  0
save checkpoint path : ../PPO_pretrained/online/gym_cancer:CancerControl-v0/patient011/
save checkpoint format : patient011_6_20220922-1005-m1-0.8-AI-0.8_PPO_gym_cancer:CancerControl-v0_0_0.pth
--------------------------------------------------------------------------------------------
num of envs : 1
max training updating times :  100000
max timesteps per episode :  120
model saving frequency : 500 episodes
log frequency : 2 episodes
printing average reward over episodes in last : 2 episodes
--------------------------------------------------------------------------------------------
state space dimension :  7
action space dimension :  10
--------------------------------------------------------------------------------------------
Initializing a discrete action space policy
--------------------------------------------------------------------------------------------
The initial explore rate : 0.8 and initial exploit rate is : 1- 0.8
PPO update frequency : 2 episodes
PPO K epochs :  4
PPO epsilon clip :  0.2
discount factor (gamma) :  0.99
--------------------------------------------------------------------------------------------
decaying optimizer with step size :  1000  decay ratio :  0.8
optimizer learning rate actor :  3e-05
optimizer learning rate critic :  1e-05
The local computer has : 24 cores
============================================================================================
Started training at (GMT) :  2022-09-22 10:06:04
============================================================================================
Updates : 0 		 Survival : 5.0  		 Treated : 0 		 Reward : 0.44
--------------------------------------------------------------------------------------------
saving model at : ../PPO_pretrained/online/gym_cancer:CancerControl-v0/patient011/final/patient011_6_20220922-1005-m1-0.8-AI-0.8_PPO_gym_cancer:CancerControl-v0_0_0.pth
model saved
Elapsed Time  :  0:00:08
--------------------------------------------------------------------------------------------
Updates : 2 		 Survival : 4.0  		 Treated : 0 		 Reward : 1.08
Updates : 4 		 Survival : 6.0  		 Treated : 0 		 Reward : -0.2
Updates : 6 		 Survival : 108.0  		 Treated : 0 		 Reward : -1205753.55
Updates : 8 		 Survival : 108.0  		 Treated : 0 		 Reward : -1198375.49
Updates : 10 		 Survival : 6.0  		 Treated : 0 		 Reward : 4.41
Updates : 12 		 Survival : 22.0  		 Treated : 0 		 Reward : 57.3
Updates : 14 		 Survival : 20.0  		 Treated : 0 		 Reward : 27.62
/home/yitao/projects/PPOProstateCancer/codes/env/gym_cancer/envs/cancercontrol.py:265: RuntimeWarning: invalid value encountered in power
  dxdt = np.multiply(r * x, (1 - (x @ self.A / self.K) ** phi - drug @ Beta))
Updates : 16 		 Survival : 40.0  		 Treated : 0 		 Reward : 81.64
Updates : 18 		 Survival : 8.0  		 Treated : 0 		 Reward : 0.84
Updates : 20 		 Survival : 95.0  		 Treated : 0 		 Reward : -71630.14
Updates : 22 		 Survival : 36.0  		 Treated : 0 		 Reward : -57.89
Updates : 24 		 Survival : 10.0  		 Treated : 0 		 Reward : 9.4
Updates : 26 		 Survival : 18.0  		 Treated : 0 		 Reward : 33.74
Updates : 28 		 Survival : 76.0  		 Treated : 0 		 Reward : 2061.27
Updates : 30 		 Survival : 19.0  		 Treated : 0 		 Reward : 68.95
Updates : 32 		 Survival : 25.0  		 Treated : 0 		 Reward : 15.84
Updates : 34 		 Survival : 37.0  		 Treated : 0 		 Reward : -4.21
Updates : 36 		 Survival : 4.0  		 Treated : 0 		 Reward : -0.38
Updates : 38 		 Survival : 4.0  		 Treated : 0 		 Reward : -0.46
Updates : 40 		 Survival : 12.0  		 Treated : 0 		 Reward : 24.22
Updates : 42 		 Survival : 10.0  		 Treated : 0 		 Reward : 2.12
Updates : 44 		 Survival : 8.0  		 Treated : 0 		 Reward : 5.84
Updates : 46 		 Survival : 80.0  		 Treated : 0 		 Reward : 2833.9
Updates : 48 		 Survival : 8.0  		 Treated : 0 		 Reward : -5.1
Updates : 50 		 Survival : 25.0  		 Treated : 0 		 Reward : 109.58
Updates : 52 		 Survival : 78.0  		 Treated : 0 		 Reward : 2708.78
Updates : 54 		 Survival : 51.0  		 Treated : 0 		 Reward : 43.33
Updates : 56 		 Survival : 7.0  		 Treated : 0 		 Reward : 0.62
Updates : 58 		 Survival : 8.0  		 Treated : 0 		 Reward : 3.85
Updates : 60 		 Survival : 4.0  		 Treated : 0 		 Reward : 0.35
Updates : 62 		 Survival : 14.0  		 Treated : 0 		 Reward : 6.37
Updates : 64 		 Survival : 83.0  		 Treated : 0 		 Reward : 3055.12
Updates : 66 		 Survival : 19.0  		 Treated : 0 		 Reward : 30.13
Updates : 68 		 Survival : 19.0  		 Treated : 0 		 Reward : 39.56
Updates : 70 		 Survival : 4.0  		 Treated : 0 		 Reward : -0.59
Updates : 72 		 Survival : 33.0  		 Treated : 0 		 Reward : 125.44
Updates : 74 		 Survival : 25.0  		 Treated : 0 		 Reward : -50.09
Updates : 76 		 Survival : 17.0  		 Treated : 0 		 Reward : 2.51
Updates : 78 		 Survival : 12.0  		 Treated : 0 		 Reward : 5.63
Updates : 80 		 Survival : 8.0  		 Treated : 0 		 Reward : 4.28
Updates : 82 		 Survival : 55.0  		 Treated : 0 		 Reward : 1392.56
Updates : 84 		 Survival : 57.0  		 Treated : 0 		 Reward : 1496.16
Updates : 86 		 Survival : 26.0  		 Treated : 0 		 Reward : 106.93
Updates : 88 		 Survival : 11.0  		 Treated : 0 		 Reward : 0.53
Updates : 90 		 Survival : 7.0  		 Treated : 0 		 Reward : 2.49
Updates : 92 		 Survival : 12.0  		 Treated : 0 		 Reward : 1.96
Updates : 94 		 Survival : 11.0  		 Treated : 0 		 Reward : 6.49
Updates : 96 		 Survival : 56.0  		 Treated : 0 		 Reward : 1452.92
Updates : 98 		 Survival : 7.0  		 Treated : 0 		 Reward : -1.28
Updates : 100 		 Survival : 19.0  		 Treated : 0 		 Reward : 53.74
Updates : 102 		 Survival : 29.0  		 Treated : 0 		 Reward : 23.74
Updates : 104 		 Survival : 4.0  		 Treated : 0 		 Reward : -1.27
Updates : 106 		 Survival : 6.0  		 Treated : 0 		 Reward : -2.03
Updates : 108 		 Survival : 22.0  		 Treated : 0 		 Reward : 37.69
Updates : 110 		 Survival : 60.0  		 Treated : 0 		 Reward : 1668.09
Updates : 112 		 Survival : 4.0  		 Treated : 0 		 Reward : 0.6
Updates : 114 		 Survival : 19.0  		 Treated : 0 		 Reward : -13.77
Updates : 116 		 Survival : 52.0  		 Treated : 0 		 Reward : 1252.61
Updates : 118 		 Survival : 42.0  		 Treated : 0 		 Reward : 162.54
Updates : 120 		 Survival : 6.0  		 Treated : 0 		 Reward : 1.14
Updates : 122 		 Survival : 6.0  		 Treated : 0 		 Reward : -0.34
Updates : 124 		 Survival : 15.0  		 Treated : 0 		 Reward : 17.31
Updates : 126 		 Survival : 54.0  		 Treated : 0 		 Reward : 1350.91
Updates : 128 		 Survival : 16.0  		 Treated : 0 		 Reward : 28.51
Updates : 130 		 Survival : 64.0  		 Treated : 0 		 Reward : 1898.11
Updates : 132 		 Survival : 24.0  		 Treated : 0 		 Reward : 20.5
Updates : 134 		 Survival : 64.0  		 Treated : 0 		 Reward : 1898.11
Updates : 136 		 Survival : 20.0  		 Treated : 0 		 Reward : 78.83
Updates : 138 		 Survival : 11.0  		 Treated : 0 		 Reward : 8.36
Updates : 140 		 Survival : 6.0  		 Treated : 0 		 Reward : 0.14
Updates : 142 		 Survival : 8.0  		 Treated : 0 		 Reward : 2.13
Updates : 144 		 Survival : 4.0  		 Treated : 0 		 Reward : 0.7
Updates : 146 		 Survival : 56.0  		 Treated : 0 		 Reward : 1452.92
Updates : 148 		 Survival : 9.0  		 Treated : 0 		 Reward : 5.59
Updates : 150 		 Survival : 56.0  		 Treated : 0 		 Reward : 1452.92
Updates : 152 		 Survival : 18.0  		 Treated : 0 		 Reward : -9.83
Updates : 154 		 Survival : 14.0  		 Treated : 0 		 Reward : 32.4
Updates : 156 		 Survival : 39.0  		 Treated : 0 		 Reward : 222.24
Updates : 158 		 Survival : 17.0  		 Treated : 0 		 Reward : 19.72
Updates : 160 		 Survival : 19.0  		 Treated : 0 		 Reward : 83.87
Updates : 162 		 Survival : 5.0  		 Treated : 0 		 Reward : 1.02
Updates : 164 		 Survival : 10.0  		 Treated : 0 		 Reward : -4.9
Updates : 166 		 Survival : 34.0  		 Treated : 0 		 Reward : 116.46
Updates : 168 		 Survival : 26.0  		 Treated : 0 		 Reward : 114.62
Updates : 170 		 Survival : 13.0  		 Treated : 0 		 Reward : 23.86
Updates : 172 		 Survival : 6.0  		 Treated : 0 		 Reward : 1.79
Updates : 174 		 Survival : 17.0  		 Treated : 0 		 Reward : 48.44
Updates : 176 		 Survival : 19.0  		 Treated : 0 		 Reward : 57.07
Updates : 178 		 Survival : 50.0  		 Treated : 0 		 Reward : 138.66
Updates : 180 		 Survival : 7.0  		 Treated : 0 		 Reward : 0.19
Updates : 182 		 Survival : 11.0  		 Treated : 0 		 Reward : 4.42
Updates : 184 		 Survival : 12.0  		 Treated : 0 		 Reward : 11.74
Updates : 186 		 Survival : 60.0  		 Treated : 0 		 Reward : 1668.09
Updates : 188 		 Survival : 14.0  		 Treated : 0 		 Reward : -0.13
Updates : 190 		 Survival : 4.0  		 Treated : 0 		 Reward : -0.61
Updates : 192 		 Survival : 41.0  		 Treated : 0 		 Reward : 386.34
Updates : 194 		 Survival : 8.0  		 Treated : 0 		 Reward : 2.31
Updates : 196 		 Survival : 58.0  		 Treated : 0 		 Reward : 1559.44
Updates : 198 		 Survival : 5.0  		 Treated : 0 		 Reward : 1.38
Updates : 200 		 Survival : 14.0  		 Treated : 0 		 Reward : 35.08
Updates : 202 		 Survival : 55.0  		 Treated : 0 		 Reward : 1402.82
Updates : 204 		 Survival : 29.0  		 Treated : 0 		 Reward : 182.22
Updates : 206 		 Survival : 29.0  		 Treated : 0 		 Reward : 195.86
Updates : 208 		 Survival : 9.0  		 Treated : 0 		 Reward : 12.52
Updates : 210 		 Survival : 9.0  		 Treated : 0 		 Reward : 8.27
Updates : 212 		 Survival : 19.0  		 Treated : 0 		 Reward : 3.78
Updates : 214 		 Survival : 64.0  		 Treated : 0 		 Reward : 1898.11
Updates : 216 		 Survival : 16.0  		 Treated : 0 		 Reward : 16.73
Updates : 218 		 Survival : 35.0  		 Treated : 0 		 Reward : 241.19
Updates : 220 		 Survival : 56.0  		 Treated : 0 		 Reward : 1452.92
Updates : 222 		 Survival : 56.0  		 Treated : 0 		 Reward : 1452.92
Updates : 224 		 Survival : 8.0  		 Treated : 0 		 Reward : 0.1
Updates : 226 		 Survival : 94.0  		 Treated : 0 		 Reward : -4819.91
Updates : 228 		 Survival : 56.0  		 Treated : 0 		 Reward : 1452.92
Updates : 230 		 Survival : 40.0  		 Treated : 0 		 Reward : 511.41
Updates : 232 		 Survival : 56.0  		 Treated : 0 		 Reward : 1452.92
Updates : 234 		 Survival : 17.0  		 Treated : 0 		 Reward : 45.69
Updates : 236 		 Survival : 5.0  		 Treated : 0 		 Reward : -0.8
Updates : 238 		 Survival : 37.0  		 Treated : 0 		 Reward : 188.48
Updates : 240 		 Survival : 17.0  		 Treated : 0 		 Reward : 42.2
Updates : 242 		 Survival : 15.0  		 Treated : 0 		 Reward : 5.13
Updates : 244 		 Survival : 17.0  		 Treated : 0 		 Reward : 66.08
Updates : 246 		 Survival : 34.0  		 Treated : 0 		 Reward : 12.84
Updates : 248 		 Survival : 54.0  		 Treated : 0 		 Reward : 1350.91
Updates : 250 		 Survival : 24.0  		 Treated : 0 		 Reward : 86.43
