nohup: ignoring input
============================================================================================
Remove CancerControl-v0 from registry
============================================================================================
Device set to : NVIDIA GeForce RTX 3090
============================================================================================
training environment name : gym_cancer:CancerControl-v0--patient011
2022-09-22 10:05:58.402593: I tensorflow/core/util/util.cc:169] oneDNN custom operations are on. You may see slightly different numerical results due to floating-point round-off errors from different computation orders. To turn them off, set the environment variable `TF_ENABLE_ONEDNN_OPTS=0`.
current logging run number for gym_cancer:CancerControl-v0 :  0
save checkpoint path : ../PPO_pretrained/online/gym_cancer:CancerControl-v0/patient011/
save checkpoint format : patient011_10_20220922-1005-m1-0.8-AI-0.8_PPO_gym_cancer:CancerControl-v0_0_0.pth
--------------------------------------------------------------------------------------------
num of envs : 1
max training updating times :  100000
max timesteps per episode :  120
model saving frequency : 500 episodes
log frequency : 2 episodes
printing average reward over episodes in last : 2 episodes
--------------------------------------------------------------------------------------------
state space dimension :  7
action space dimension :  10
--------------------------------------------------------------------------------------------
Initializing a discrete action space policy
--------------------------------------------------------------------------------------------
The initial explore rate : 0.8 and initial exploit rate is : 1- 0.8
PPO update frequency : 2 episodes
PPO K epochs :  4
PPO epsilon clip :  0.2
discount factor (gamma) :  0.99
--------------------------------------------------------------------------------------------
decaying optimizer with step size :  1000  decay ratio :  0.8
optimizer learning rate actor :  3e-05
optimizer learning rate critic :  1e-05
The local computer has : 24 cores
============================================================================================
Started training at (GMT) :  2022-09-22 10:06:04
============================================================================================
Updates : 0 		 Survival : 4.0  		 Treated : 0 		 Reward : -0.38
Updates : 22604 		 Survival : 108.0  		 Treated : 45 		 Reward : 1707.26
Updates : 22606 		 Survival : 90.0  		 Treated : 45 		 Reward : 1075.04
Updates : 22608 		 Survival : 108.0  		 Treated : 45 		 Reward : 1524.54
Updates : 22610 		 Survival : 108.0  		 Treated : 45 		 Reward : 1566.24
Updates : 22612 		 Survival : 91.0  		 Treated : 45 		 Reward : 1118.71
Updates : 22614 		 Survival : 108.0  		 Treated : 45 		 Reward : 1650.5
Updates : 22616 		 Survival : 108.0  		 Treated : 45 		 Reward : 1559.96
Updates : 22618 		 Survival : 108.0  		 Treated : 45 		 Reward : 1791.94
Updates : 22620 		 Survival : 108.0  		 Treated : 45 		 Reward : 1709.22
Updates : 22622 		 Survival : 108.0  		 Treated : 45 		 Reward : 1679.79
Updates : 22624 		 Survival : 108.0  		 Treated : 45 		 Reward : 1634.67
Updates : 22626 		 Survival : 108.0  		 Treated : 45 		 Reward : 1640.04
Updates : 22628 		 Survival : 108.0  		 Treated : 45 		 Reward : 1664.46
Updates : 22630 		 Survival : 108.0  		 Treated : 45 		 Reward : 1580.05
Updates : 22632 		 Survival : 108.0  		 Treated : 45 		 Reward : 1598.71
Updates : 22634 		 Survival : 108.0  		 Treated : 45 		 Reward : 2033.8
Updates : 22636 		 Survival : 108.0  		 Treated : 45 		 Reward : 2037.95
Updates : 22638 		 Survival : 108.0  		 Treated : 45 		 Reward : 1523.88
Updates : 22640 		 Survival : 108.0  		 Treated : 45 		 Reward : 1627.93
Updates : 22642 		 Survival : 108.0  		 Treated : 45 		 Reward : 1532.09
Updates : 22644 		 Survival : 108.0  		 Treated : 45 		 Reward : 1850.02
Updates : 22646 		 Survival : 108.0  		 Treated : 45 		 Reward : 1324.04
Updates : 22648 		 Survival : 108.0  		 Treated : 45 		 Reward : 1658.37
Updates : 22650 		 Survival : 108.0  		 Treated : 45 		 Reward : 1728.63
Updates : 22652 		 Survival : 108.0  		 Treated : 45 		 Reward : 1718.37
Updates : 22654 		 Survival : 108.0  		 Treated : 45 		 Reward : 1733.79
Updates : 22656 		 Survival : 108.0  		 Treated : 45 		 Reward : 2041.03
Updates : 22658 		 Survival : 108.0  		 Treated : 45 		 Reward : 1605.39
Updates : 22660 		 Survival : 108.0  		 Treated : 45 		 Reward : 1599.76
Updates : 22662 		 Survival : 108.0  		 Treated : 45 		 Reward : 1531.78
Updates : 22664 		 Survival : 108.0  		 Treated : 45 		 Reward : 1765.04
Updates : 22666 		 Survival : 108.0  		 Treated : 45 		 Reward : 1701.95
Updates : 22668 		 Survival : 108.0  		 Treated : 45 		 Reward : 1695.3
Updates : 22670 		 Survival : 90.0  		 Treated : 45 		 Reward : 1079.13
Updates : 22672 		 Survival : 108.0  		 Treated : 45 		 Reward : 1688.92
Updates : 22674 		 Survival : 90.0  		 Treated : 45 		 Reward : 1078.0
Updates : 22676 		 Survival : 90.0  		 Treated : 45 		 Reward : 1078.0
Updates : 22678 		 Survival : 108.0  		 Treated : 45 		 Reward : 1773.95
Updates : 22680 		 Survival : 108.0  		 Treated : 45 		 Reward : 1792.47
Updates : 22682 		 Survival : 108.0  		 Treated : 45 		 Reward : 1724.73
Updates : 22684 		 Survival : 91.0  		 Treated : 45 		 Reward : 1122.39
Updates : 22686 		 Survival : 108.0  		 Treated : 45 		 Reward : 1611.06
Updates : 22688 		 Survival : 108.0  		 Treated : 45 		 Reward : 1817.01
Updates : 22690 		 Survival : 108.0  		 Treated : 45 		 Reward : 1688.25
Updates : 22692 		 Survival : 108.0  		 Treated : 45 		 Reward : 1711.33
Updates : 22694 		 Survival : 108.0  		 Treated : 45 		 Reward : 1540.22
Updates : 22696 		 Survival : 108.0  		 Treated : 45 		 Reward : 1459.94
Updates : 22698 		 Survival : 108.0  		 Treated : 45 		 Reward : 1731.78
Updates : 22700 		 Survival : 108.0  		 Treated : 45 		 Reward : 1669.1
Updates : 22702 		 Survival : 108.0  		 Treated : 45 		 Reward : 1545.27
Updates : 22704 		 Survival : 108.0  		 Treated : 45 		 Reward : 1744.14
Updates : 22706 		 Survival : 92.0  		 Treated : 45 		 Reward : 1167.17
Updates : 22708 		 Survival : 108.0  		 Treated : 45 		 Reward : 1879.03
Updates : 22710 		 Survival : 93.0  		 Treated : 45 		 Reward : 1212.64
Updates : 22712 		 Survival : 108.0  		 Treated : 45 		 Reward : 1623.52
Updates : 22714 		 Survival : 108.0  		 Treated : 45 		 Reward : 1692.54
Updates : 22716 		 Survival : 108.0  		 Treated : 45 		 Reward : 1777.2
Updates : 22718 		 Survival : 108.0  		 Treated : 45 		 Reward : 1706.07
Updates : 22720 		 Survival : 88.0  		 Treated : 45 		 Reward : 986.72
Updates : 22722 		 Survival : 108.0  		 Treated : 45 		 Reward : 1587.53
Updates : 22724 		 Survival : 108.0  		 Treated : 45 		 Reward : 1588.38
Updates : 22726 		 Survival : 108.0  		 Treated : 45 		 Reward : 1723.08
Updates : 22728 		 Survival : 108.0  		 Treated : 45 		 Reward : 1834.31
Updates : 22730 		 Survival : 108.0  		 Treated : 45 		 Reward : 1754.34
Updates : 22732 		 Survival : 94.0  		 Treated : 45 		 Reward : 1263.54
Updates : 22734 		 Survival : 108.0  		 Treated : 45 		 Reward : 1329.1
Updates : 22736 		 Survival : 89.0  		 Treated : 45 		 Reward : 1031.59
Updates : 22738 		 Survival : 108.0  		 Treated : 45 		 Reward : 1473.25
Updates : 22740 		 Survival : 108.0  		 Treated : 45 		 Reward : 1500.02
Updates : 22742 		 Survival : 108.0  		 Treated : 45 		 Reward : 1804.92
Updates : 22744 		 Survival : 108.0  		 Treated : 45 		 Reward : 1674.07
Updates : 22746 		 Survival : 108.0  		 Treated : 45 		 Reward : 1583.76
Updates : 22748 		 Survival : 108.0  		 Treated : 45 		 Reward : 1691.65
Updates : 22750 		 Survival : 108.0  		 Treated : 45 		 Reward : 1709.18
Updates : 22752 		 Survival : 95.0  		 Treated : 45 		 Reward : 1310.5
Updates : 22754 		 Survival : 108.0  		 Treated : 45 		 Reward : 1486.1
Updates : 22756 		 Survival : 108.0  		 Treated : 45 		 Reward : 1737.09
Updates : 22758 		 Survival : 108.0  		 Treated : 45 		 Reward : 1765.77
Updates : 22760 		 Survival : 108.0  		 Treated : 45 		 Reward : 1541.55
Updates : 22762 		 Survival : 96.0  		 Treated : 45 		 Reward : 1361.16
Updates : 22764 		 Survival : 108.0  		 Treated : 45 		 Reward : 1558.9
Updates : 22766 		 Survival : 108.0  		 Treated : 45 		 Reward : 1590.3
Updates : 22768 		 Survival : 108.0  		 Treated : 45 		 Reward : 1684.78
Updates : 22770 		 Survival : 108.0  		 Treated : 45 		 Reward : 1643.63
Updates : 22772 		 Survival : 104.0  		 Treated : 45 		 Reward : 1795.14
Updates : 22774 		 Survival : 108.0  		 Treated : 45 		 Reward : 1801.26
Updates : 22776 		 Survival : 107.0  		 Treated : 45 		 Reward : 1974.1
Updates : 22778 		 Survival : 108.0  		 Treated : 45 		 Reward : 1794.72
Updates : 22780 		 Survival : 108.0  		 Treated : 45 		 Reward : 1701.52
Updates : 22782 		 Survival : 108.0  		 Treated : 45 		 Reward : 1660.11
Updates : 22784 		 Survival : 108.0  		 Treated : 45 		 Reward : 2038.72
Updates : 22786 		 Survival : 108.0  		 Treated : 45 		 Reward : 1522.71
Updates : 22788 		 Survival : 89.0  		 Treated : 45 		 Reward : 1032.3
Updates : 22790 		 Survival : 108.0  		 Treated : 45 		 Reward : 1797.77
Updates : 22792 		 Survival : 108.0  		 Treated : 45 		 Reward : 1788.92
Updates : 22794 		 Survival : 108.0  		 Treated : 45 		 Reward : 1695.05
Updates : 22796 		 Survival : 108.0  		 Treated : 45 		 Reward : 1540.37
Updates : 22798 		 Survival : 108.0  		 Treated : 45 		 Reward : 1560.17
Updates : 22800 		 Survival : 108.0  		 Treated : 45 		 Reward : 1736.31
Updates : 22802 		 Survival : 108.0  		 Treated : 45 		 Reward : 1685.98
Updates : 22804 		 Survival : 108.0  		 Treated : 45 		 Reward : 2041.82
Updates : 22806 		 Survival : 108.0  		 Treated : 45 		 Reward : 1511.14
Updates : 22808 		 Survival : 108.0  		 Treated : 45 		 Reward : 1566.23
Updates : 22810 		 Survival : 108.0  		 Treated : 45 		 Reward : 1574.87
Updates : 22812 		 Survival : 108.0  		 Treated : 45 		 Reward : 1663.82
Updates : 22814 		 Survival : 108.0  		 Treated : 45 		 Reward : 1690.48
Updates : 22816 		 Survival : 108.0  		 Treated : 45 		 Reward : 1652.54
Updates : 22818 		 Survival : 108.0  		 Treated : 45 		 Reward : 1749.21
Updates : 22820 		 Survival : 108.0  		 Treated : 45 		 Reward : 1565.29
Updates : 22822 		 Survival : 108.0  		 Treated : 45 		 Reward : 1730.42
Updates : 22824 		 Survival : 89.0  		 Treated : 45 		 Reward : 1031.41
Updates : 22826 		 Survival : 108.0  		 Treated : 45 		 Reward : 1620.39
Updates : 22828 		 Survival : 108.0  		 Treated : 45 		 Reward : 1717.76
Updates : 22830 		 Survival : 108.0  		 Treated : 45 		 Reward : 1475.68
Updates : 22832 		 Survival : 108.0  		 Treated : 45 		 Reward : 1704.19
Updates : 22834 		 Survival : 108.0  		 Treated : 45 		 Reward : 1513.07
Updates : 22836 		 Survival : 108.0  		 Treated : 45 		 Reward : 1758.39
Updates : 22838 		 Survival : 108.0  		 Treated : 45 		 Reward : 1329.26
Updates : 22840 		 Survival : 93.0  		 Treated : 45 		 Reward : 1212.86
Updates : 22842 		 Survival : 108.0  		 Treated : 45 		 Reward : 1780.51
Updates : 22844 		 Survival : 89.0  		 Treated : 45 		 Reward : 1028.13
Updates : 22846 		 Survival : 90.0  		 Treated : 45 		 Reward : 1070.67
Updates : 22848 		 Survival : 108.0  		 Treated : 45 		 Reward : 1667.61
Updates : 22850 		 Survival : 108.0  		 Treated : 45 		 Reward : 1584.68
Updates : 22852 		 Survival : 92.0  		 Treated : 45 		 Reward : 1161.96
Updates : 22854 		 Survival : 108.0  		 Treated : 45 		 Reward : 1667.53
Updates : 22856 		 Survival : 108.0  		 Treated : 45 		 Reward : 1778.37
Updates : 22858 		 Survival : 96.0  		 Treated : 45 		 Reward : 1355.81
Updates : 22860 		 Survival : 108.0  		 Treated : 45 		 Reward : 1641.23
Updates : 22862 		 Survival : 108.0  		 Treated : 45 		 Reward : 1470.3
Updates : 22864 		 Survival : 108.0  		 Treated : 45 		 Reward : 1622.09
Updates : 22866 		 Survival : 108.0  		 Treated : 45 		 Reward : 1676.62
Updates : 22868 		 Survival : 95.0  		 Treated : 45 		 Reward : 1311.19
Updates : 22870 		 Survival : 108.0  		 Treated : 45 		 Reward : 1639.4
Updates : 22872 		 Survival : 89.0  		 Treated : 45 		 Reward : 1030.8
Updates : 22874 		 Survival : 108.0  		 Treated : 45 		 Reward : 1813.77
Updates : 22876 		 Survival : 108.0  		 Treated : 45 		 Reward : 1532.93
Updates : 22878 		 Survival : 108.0  		 Treated : 45 		 Reward : 1553.99
Updates : 22880 		 Survival : 92.0  		 Treated : 45 		 Reward : 1162.46
Updates : 22882 		 Survival : 108.0  		 Treated : 45 		 Reward : 1731.13
Updates : 22884 		 Survival : 108.0  		 Treated : 45 		 Reward : 1655.32
Updates : 22886 		 Survival : 91.0  		 Treated : 45 		 Reward : 1112.02
Updates : 22888 		 Survival : 108.0  		 Treated : 45 		 Reward : 1713.78
Updates : 22890 		 Survival : 108.0  		 Treated : 45 		 Reward : 1694.52
Updates : 22892 		 Survival : 108.0  		 Treated : 45 		 Reward : 1545.59
Updates : 22894 		 Survival : 108.0  		 Treated : 45 		 Reward : 1689.05
Updates : 22896 		 Survival : 108.0  		 Treated : 45 		 Reward : 1528.43
Updates : 22898 		 Survival : 108.0  		 Treated : 45 		 Reward : 1878.46
Updates : 22900 		 Survival : 108.0  		 Treated : 45 		 Reward : 1770.69
Updates : 22902 		 Survival : 108.0  		 Treated : 45 		 Reward : 1654.93
Updates : 22904 		 Survival : 108.0  		 Treated : 45 		 Reward : 1336.57
Updates : 22906 		 Survival : 108.0  		 Treated : 45 		 Reward : 1574.02
Updates : 22908 		 Survival : 106.0  		 Treated : 45 		 Reward : 1903.47
Updates : 22910 		 Survival : 108.0  		 Treated : 45 		 Reward : 1544.78
Updates : 22912 		 Survival : 108.0  		 Treated : 45 		 Reward : 1801.29
Updates : 22914 		 Survival : 108.0  		 Treated : 45 		 Reward : 1690.9
Updates : 22916 		 Survival : 89.0  		 Treated : 45 		 Reward : 1030.8
Updates : 22918 		 Survival : 108.0  		 Treated : 45 		 Reward : 1500.81
Updates : 22920 		 Survival : 108.0  		 Treated : 45 		 Reward : 1560.12
Updates : 22922 		 Survival : 108.0  		 Treated : 45 		 Reward : 1710.53
Updates : 22924 		 Survival : 108.0  		 Treated : 45 		 Reward : 1558.1
Updates : 22926 		 Survival : 108.0  		 Treated : 45 		 Reward : 1785.09
Updates : 22928 		 Survival : 105.0  		 Treated : 45 		 Reward : 1854.28
Updates : 22930 		 Survival : 108.0  		 Treated : 45 		 Reward : 1767.12
Updates : 22932 		 Survival : 108.0  		 Treated : 45 		 Reward : 1680.41
Updates : 22934 		 Survival : 89.0  		 Treated : 45 		 Reward : 1030.8
Updates : 22936 		 Survival : 108.0  		 Treated : 45 		 Reward : 2035.31
Updates : 22938 		 Survival : 108.0  		 Treated : 45 		 Reward : 1679.51
Updates : 22940 		 Survival : 102.0  		 Treated : 45 		 Reward : 1681.48
Updates : 22942 		 Survival : 108.0  		 Treated : 45 		 Reward : 1792.46
Updates : 22944 		 Survival : 108.0  		 Treated : 45 		 Reward : 1654.07
Updates : 22946 		 Survival : 108.0  		 Treated : 45 		 Reward : 1531.7
Updates : 22948 		 Survival : 108.0  		 Treated : 45 		 Reward : 1681.9
Updates : 22950 		 Survival : 108.0  		 Treated : 45 		 Reward : 1472.0
Updates : 22952 		 Survival : 108.0  		 Treated : 45 		 Reward : 1655.94
Updates : 22954 		 Survival : 108.0  		 Treated : 45 		 Reward : 1560.82
Updates : 22956 		 Survival : 94.0  		 Treated : 45 		 Reward : 1261.43
Updates : 22958 		 Survival : 108.0  		 Treated : 45 		 Reward : 1575.25
Updates : 22960 		 Survival : 108.0  		 Treated : 45 		 Reward : 1644.44
Updates : 22962 		 Survival : 108.0  		 Treated : 45 		 Reward : 1636.5
Updates : 22964 		 Survival : 108.0  		 Treated : 45 		 Reward : 1767.94
Updates : 22966 		 Survival : 108.0  		 Treated : 45 		 Reward : 1613.6
Updates : 22968 		 Survival : 108.0  		 Treated : 45 		 Reward : 1678.76
Updates : 22970 		 Survival : 108.0  		 Treated : 45 		 Reward : 1577.74
Updates : 22972 		 Survival : 108.0  		 Treated : 45 		 Reward : 1514.21
Updates : 22974 		 Survival : 108.0  		 Treated : 45 		 Reward : 1599.09
Updates : 22976 		 Survival : 108.0  		 Treated : 45 		 Reward : 1542.43
Updates : 22978 		 Survival : 108.0  		 Treated : 45 		 Reward : 1766.65
Updates : 22980 		 Survival : 108.0  		 Treated : 45 		 Reward : 1752.75
Updates : 22982 		 Survival : 108.0  		 Treated : 45 		 Reward : 1449.75
Updates : 22984 		 Survival : 93.0  		 Treated : 45 		 Reward : 1214.01
Updates : 22986 		 Survival : 108.0  		 Treated : 45 		 Reward : 1654.38
Updates : 22988 		 Survival : 108.0  		 Treated : 45 		 Reward : 1576.21
Updates : 22990 		 Survival : 108.0  		 Treated : 45 		 Reward : 1664.3
Updates : 22992 		 Survival : 103.0  		 Treated : 45 		 Reward : 1734.7
Updates : 22994 		 Survival : 108.0  		 Treated : 45 		 Reward : 1948.08
Updates : 22996 		 Survival : 108.0  		 Treated : 45 		 Reward : 1851.47
Updates : 22998 		 Survival : 108.0  		 Treated : 45 		 Reward : 1728.79
Updates : 23000 		 Survival : 108.0  		 Treated : 45 		 Reward : 1787.49
--------------------------------------------------------------------------------------------
saving model at : ../PPO_pretrained/online/gym_cancer:CancerControl-v0/patient011/final/patient011_10_20220922-1005-m1-0.8-AI-0.8_PPO_gym_cancer:CancerControl-v0_0_0.pth
model saved
Elapsed Time  :  13:17:31
--------------------------------------------------------------------------------------------
Updates : 23002 		 Survival : 108.0  		 Treated : 45 		 Reward : 1768.12
Updates : 23004 		 Survival : 108.0  		 Treated : 45 		 Reward : 1801.73
Updates : 23006 		 Survival : 102.0  		 Treated : 45 		 Reward : 1681.48
Updates : 23008 		 Survival : 108.0  		 Treated : 45 		 Reward : 1735.64
Updates : 23010 		 Survival : 108.0  		 Treated : 45 		 Reward : 1697.43
Updates : 23012 		 Survival : 108.0  		 Treated : 45 		 Reward : 1551.97
Updates : 23014 		 Survival : 108.0  		 Treated : 45 		 Reward : 2038.51
Updates : 23016 		 Survival : 108.0  		 Treated : 45 		 Reward : 1652.54
Updates : 23018 		 Survival : 108.0  		 Treated : 45 		 Reward : 1796.58
Updates : 23020 		 Survival : 108.0  		 Treated : 45 		 Reward : 2034.22
Updates : 23022 		 Survival : 108.0  		 Treated : 45 		 Reward : 2030.39
Updates : 23024 		 Survival : 108.0  		 Treated : 45 		 Reward : 1792.13
Updates : 23026 		 Survival : 108.0  		 Treated : 45 		 Reward : 1820.46
Updates : 23028 		 Survival : 108.0  		 Treated : 45 		 Reward : 2033.61
Updates : 23030 		 Survival : 108.0  		 Treated : 45 		 Reward : 1600.52
Updates : 23032 		 Survival : 108.0  		 Treated : 45 		 Reward : 1719.35
Updates : 23034 		 Survival : 108.0  		 Treated : 45 		 Reward : 1589.89
Updates : 23036 		 Survival : 108.0  		 Treated : 45 		 Reward : 1734.99
Updates : 23038 		 Survival : 108.0  		 Treated : 45 		 Reward : 1649.6
Updates : 23040 		 Survival : 108.0  		 Treated : 45 		 Reward : 1754.9
Updates : 23042 		 Survival : 108.0  		 Treated : 45 		 Reward : 1812.75
Updates : 23044 		 Survival : 108.0  		 Treated : 45 		 Reward : 1604.02
Updates : 23046 		 Survival : 108.0  		 Treated : 45 		 Reward : 1477.07
Updates : 23048 		 Survival : 108.0  		 Treated : 45 		 Reward : 1666.89
Updates : 23050 		 Survival : 108.0  		 Treated : 45 		 Reward : 1693.46
Updates : 23052 		 Survival : 108.0  		 Treated : 45 		 Reward : 1490.24
Updates : 23054 		 Survival : 108.0  		 Treated : 45 		 Reward : 1551.93
Updates : 23056 		 Survival : 108.0  		 Treated : 45 		 Reward : 1623.07
Updates : 23058 		 Survival : 108.0  		 Treated : 45 		 Reward : 1689.91
Updates : 23060 		 Survival : 108.0  		 Treated : 45 		 Reward : 1560.44
Updates : 23062 		 Survival : 108.0  		 Treated : 45 		 Reward : 1713.1
Updates : 23064 		 Survival : 108.0  		 Treated : 45 		 Reward : 1660.49
Updates : 23066 		 Survival : 108.0  		 Treated : 45 		 Reward : 1496.44
Updates : 23068 		 Survival : 108.0  		 Treated : 45 		 Reward : 1660.32
Updates : 23070 		 Survival : 108.0  		 Treated : 45 		 Reward : 1527.92
Updates : 23072 		 Survival : 108.0  		 Treated : 45 		 Reward : 1751.84
Updates : 23074 		 Survival : 108.0  		 Treated : 45 		 Reward : 1684.78
Updates : 23076 		 Survival : 108.0  		 Treated : 45 		 Reward : 1406.46
Updates : 23078 		 Survival : 108.0  		 Treated : 45 		 Reward : 1541.49
Updates : 23080 		 Survival : 108.0  		 Treated : 45 		 Reward : 1710.17
Updates : 23082 		 Survival : 91.0  		 Treated : 45 		 Reward : 1116.55
Updates : 23084 		 Survival : 108.0  		 Treated : 45 		 Reward : 1637.41
Updates : 23086 		 Survival : 108.0  		 Treated : 45 		 Reward : 1797.97
Updates : 23088 		 Survival : 108.0  		 Treated : 45 		 Reward : 1713.86
Updates : 23090 		 Survival : 91.0  		 Treated : 45 		 Reward : 1116.55
Updates : 23092 		 Survival : 91.0  		 Treated : 45 		 Reward : 1118.52
Updates : 23094 		 Survival : 108.0  		 Treated : 45 		 Reward : 1514.87
Updates : 23096 		 Survival : 108.0  		 Treated : 45 		 Reward : 1695.55
Updates : 23098 		 Survival : 108.0  		 Treated : 45 		 Reward : 1521.58
Updates : 23100 		 Survival : 90.0  		 Treated : 45 		 Reward : 1073.29
Updates : 23102 		 Survival : 108.0  		 Treated : 45 		 Reward : 1733.48
Updates : 23104 		 Survival : 108.0  		 Treated : 45 		 Reward : 1452.95
Updates : 23106 		 Survival : 108.0  		 Treated : 45 		 Reward : 1681.55
Updates : 23108 		 Survival : 108.0  		 Treated : 45 		 Reward : 1479.3
Updates : 23110 		 Survival : 108.0  		 Treated : 45 		 Reward : 1565.56
Updates : 23112 		 Survival : 108.0  		 Treated : 45 		 Reward : 1818.07
Updates : 23114 		 Survival : 108.0  		 Treated : 45 		 Reward : 1729.06
Updates : 23116 		 Survival : 108.0  		 Treated : 45 		 Reward : 1512.95
Updates : 23118 		 Survival : 108.0  		 Treated : 45 		 Reward : 1650.48
Updates : 23120 		 Survival : 108.0  		 Treated : 45 		 Reward : 1493.7
Updates : 23122 		 Survival : 90.0  		 Treated : 45 		 Reward : 1073.7
Updates : 23124 		 Survival : 108.0  		 Treated : 45 		 Reward : 1726.2
Updates : 23126 		 Survival : 108.0  		 Treated : 45 		 Reward : 1756.29
Updates : 23128 		 Survival : 108.0  		 Treated : 45 		 Reward : 1643.1
Updates : 23130 		 Survival : 108.0  		 Treated : 45 		 Reward : 1583.47
Updates : 23132 		 Survival : 108.0  		 Treated : 45 		 Reward : 1676.52
Updates : 23134 		 Survival : 108.0  		 Treated : 45 		 Reward : 1677.13
Updates : 23136 		 Survival : 108.0  		 Treated : 45 		 Reward : 1822.94
Updates : 23138 		 Survival : 92.0  		 Treated : 45 		 Reward : 1161.04
Updates : 23140 		 Survival : 89.0  		 Treated : 45 		 Reward : 1026.35
Updates : 23142 		 Survival : 108.0  		 Treated : 45 		 Reward : 1764.93
Updates : 23144 		 Survival : 108.0  		 Treated : 45 		 Reward : 1721.96
Updates : 23146 		 Survival : 108.0  		 Treated : 45 		 Reward : 1719.28
Updates : 23148 		 Survival : 90.0  		 Treated : 45 		 Reward : 1074.79
Updates : 23150 		 Survival : 108.0  		 Treated : 45 		 Reward : 1640.92
Updates : 23152 		 Survival : 108.0  		 Treated : 45 		 Reward : 1905.94
Updates : 23154 		 Survival : 99.0  		 Treated : 45 		 Reward : 1513.59
Updates : 23156 		 Survival : 108.0  		 Treated : 45 		 Reward : 1603.52
Updates : 23158 		 Survival : 107.0  		 Treated : 45 		 Reward : 1972.7
Updates : 23160 		 Survival : 93.0  		 Treated : 45 		 Reward : 1213.4
Updates : 23162 		 Survival : 108.0  		 Treated : 45 		 Reward : 1629.94
